text,label
Trường đại học FPT ưu tiên thế hệ đầu tiên trong gia đình vào đại học,2
Sướng như người FPT Software: bao toàn bộ học phí lại còn trợ cấp lương 1.000 USD/tháng,0
ClassIn Việt Nam cùng FPT Telecom International phát triển công nghệ giáo dục,2
Lương FPT và các chế độ tại doanh nghiệp này có gì đặc biệt,2
Ứng dụng FPT Long Châu đón 1 triệu người dùng sau 6 tháng,0
FPT IS và IBM hiến kế giúp doanh nghiệp tự động hoá toàn trình,2
"5 tháng đầu năm, lãi sau thuế của FPT tăng 30,6% so với cùng kỳ",0
FPT Long Châu và GSK phát triển hệ sinh thái chăm sóc sức khỏe số,2
Phổ thông Cao đẳng FPT Polytechnic - sản phẩm giáo dục phát triển ‘thần tốc’,2
FPT phát triển hệ thống đào tạo cao đẳng sau lớp 9 tại 12 tỉnh thành,2
FPT Long Châu gây ấn tượng mạnh với gần 300 dược sĩ nhận chứng chỉ CPR từ Sanofi,0
Synnex FPT phân phối chính hãng đồng hồ thông minh R1S từ Singapore,2
Đại học FPT: Thông tin điểm tuyển sinh và cơ hội việc làm cho sinh viên,2
"Chị đẹp Seo Hyun Jin hắc hóa, Hwang In Yeop crush luôn cô giáo trong phim mới trên FPT Play",2
Hwang In Yeop ngỡ mờ nhạt mà ấn tượng không tưởng trong Why Her? trên FPT Play,0
Những vai diễn khó quên của nữ cường Seo Ye Ji: Cái tên cuối nhất định phải xem trên FPT Play,1
"6 tháng, doanh thu chuyển đổi số của FPT đạt 3.484 tỷ đồng, tăng trưởng 64,6% so với cùng kỳ",0
TPBank hợp tác cùng FPT IS thiết kế gói chuyển đổi số doanh nghiệp,2
"FPT chiêu mộ tiến sĩ, tiếp tục củng cố nguồn nhân lực chất lượng cao",2
FPT Software và tầm nhìn nhạy bén về truyền thông nội bộ qua 20 năm,2
"Đem gần 13.000 tỷ gửi ngân hàng, FPT Telecom (FOX) lãi kỷ lục 600 tỷ đồng trong quý 2/2022",0
Tân sinh viên được ưu đãi khi mua laptop tại FPT Shop,2
FPT Software gặp gỡ hơn 300 đối tác toàn cầu,2
Tập đoàn Tân Long và FPT ký kết hợp tác chiến lược chuyển đổi số toàn diện,2
FPT đầu tư hơn 2.000 tỷ đồng xây tổ hợp nghiên cứu công nghệ cao tại Bình Định,2
FPT và Flamingo hợp tác nâng tầm năng lực cạnh tranh,2
"FPT Software sánh vai Wipro, Infosys, Accenture… trong top 8 công ty về IoT",2
Lê Minh Quân - ‘Cha đẻ’ nền tảng chuyển đổi số sản xuất của FPT Software,2
FPT Play phát sóng trực tiếp giải Vô địch U19 Đông Nam Á 2022,2
"Bình Định chấp thuận cho FPT xây dựng Tổ hợp Trung tâm nghiên cứu, sản xuất và đào tạo chuyên gia công nghệ FPT Software",2
Vũ Hải Yến - Top 13 FPT Under 35 2022 - Hạng mục Công nghệ,2
Cập nhật cổ phiếu FPT – Điện toán đám mây được kỳ vọng sẽ thúc đẩy tăng trưởng,2
Đầu tư hơn 2.000 tỷ đồng thực hiện dự án FPT Software tại TP Quy Nhơn,2
LocknLock hợp tác mở chuỗi cửa hàng nhượng quyền với FPT Retail,2
"ĐH FPT ""đốn tim"" gen Z Đà Nẵng bởi campus đi ba bước, nghìn ảnh sống ảo",0
FPT Shop tặng ưu đãi đến 500.000 đồng cho khách hàng thanh toán qua VNPAY-QR,2
"Ôm guitar đàn hát ngọt lịm, nữ sinh ĐH FPT trở thành hot TikToker, Youtuber",0
FPT Software sắp trình diễn công nghệ ôtô do người Việt phát triển,2
Chuỗi nhà thuốc FPT Long Châu lần đầu tiên triển khai thu cũ đổi mới miễn phí máy thử đường huyết,2
FPT Software tổ chức Automotive Tech Show đầu tiên về công nghệ ô tô,2
Đại học FPT và SmartPay ký kết hợp tác đào tạo nguồn nhân lực chất lượng cao,2
"Triệu Lộ Tư tái xuất trong Tinh Hà Xán Lạn trên FPT Play: Đóng cặp đàn em Ngô Lỗi, lập tức thay đổi hình tượng ngổ ngáo",0
"Ôm guitar đàn hát ngọt lịm, nữ sinh ĐH FPT “bỏ túi” hàng chục clip TikTok triệu views cùng nửa triệu followers trên kênh Youtube",0
"Bom tấn cổ trang gây bão ""Tinh Hà Xán Lạn"" có mặt trên FPT Play",0
MacBook Air M2 chính hãng được FPT Shop giao hàng sớm,2
Văn hóa doanh nghiệp FPT – Bí quyết dẫn đầu và thành công,2
Khám phá FPT Complex - Tòa nhà hiện đại nhất của FPT tại Đà Nẵng,2
[Gặp gỡ thứ Tư] Phó Tổng giám đốc FPT Digital: Chuyển đổi số mang lại nhiều cơ hội cho Việt Nam,2
FPT Software và NCS phát triển trung tâm công nghệ 3.000 nhân sự tại Việt Nam,2
Hành trình từ cậu SV ‘phá lớp’ đến ‘anh thầy 2 trong 1’ của ĐH FPT,0
“Dược sĩ 4T” và chiến lược xây dựng đội ngũ ở FPT Long Châu,2
"Vi phạm hành chính về thuế, Công ty Cổ phần FPT bị xử phạt",0
Chiến lược xây dựng đội ngũ dược sĩ của FPT Long Châu,2
Chuyên gia FPT Software ghi danh xếp hạng cao thủ bảo mật thế giới của Microsoft,2
EVNHANOI trao đổi kinh nghiệm với Tập đoàn FPT,2
150 ngày ‘thần tốc’ xây tổng kho lớn nhất FPT Retail,2
FPT Capital: Tin tưởng và đầu tư bền vững vào bất động sản,2
"Nâng tầm hệ thống quản lý chất lượng, FPT Shop đạt chuẩn ISO 9001:2015",2
FPT Software lần đầu ra mắt sản phẩm chuyển đổi số ngành dầu khí,2
Người đẹp Miss World Việt Nam đầu quân về FPT Software,2
Khối Đào tạo Cao đẳng FPT Polytechnic được trao Sao Chiến công FPT hạng Nhất,2
Cán bộ văn hóa - đoàn thể FPT kết hợp team building với loạt hoạt động về nguồn,2
FPT Software dự bàn tròn Trí tuệ nhân tạo toàn cầu,2
Sinh viên mới tốt nghiệp nhận lương 8 con số tại FPT Software,2
FPT Software và NCS phát triển trung tâm công nghệ chiến lược tại Việt Nam,2
FPT Retail nâng cấp hệ thống trải nghiệm sản phẩm Apple,2
"Từ bỏ sự nghiệp thi đấu, võ sư Vovinam gắn bó giảng đường FPT",0
"7 tháng, FPT đạt lợi nhuận 4.242 tỷ đồng, tăng trưởng 23,7%",0
F.Studio by FPT nâng cấp thành Super Center,2
Dược sĩ 4T và chiến lược xây dựng đội ngũ nhân sự ở FPT Long Châu,2
"Điểm nhấn nội dung giúp ""Thanh Tra Mẫu Mực 2"" được chú ý trên FPT Play",2
3 lần Ngô Lỗi chiếm trọn trái tim Triệu Lộ Tư trong ‘Tinh Hà Xán Lạn’ trên FPT Play,0
FPT ra mắt chip vi mạch đầu tiên,0
"Đăng ký FPT Play, trúng quà trị giá trên 300 triệu đồng",2
FPT mở rộng đầu tư lĩnh vực giáo dục tại Hải Phòng,2
FPT bất ngờ công bố sản xuất thành công chip vi mạch,2
FPT Software khai trương văn phòng thứ 59 trên toàn cầu,2
"Bị ""đàn em"" TopZone phả hơi nóng, FPT Retail gấp rút mở rộng 50 cửa hàng chuyên bán đồ Apple",0
FPT IS chiến thắng toàn đoàn Hội thao FPT Hà Nội,2
"FPT Long Châu cùng GSK Việt Nam mở khóa đào tạo dược sĩ ""Pharmacist Master Class""",2
FPT hai lần được vinh danh Công ty nổi bật nhất châu Á - Báo Công an Nhân dân điện tử,2
Công nghệ giáo dục giúp FPT Software lọt Top 10 doanh nghiệp Edtech Việt Nam 2022,2
"Hành trình trao sức khỏe, nhận yêu thương của FPT Long Châu",2
FPT Công bố sản xuất thành công chip vi mạch ‘Make in Vietnam’,2
Hữu Toàn Group và FPT Industrial kỷ niệm 21 năm hợp tác tăng trưởng bền vững,2
Sếp FPT cùng sinh viên tìm hiểu xu hướng công nghệ mới,2
Sếp FPT mang công nghệ mới nhất đến với sinh viên,2
FPT Arena Multimedia sắp khai trương cơ sở mới tại TP Cần Thơ vào tháng 10-2022,2
"FPT Shop giảm đến 6 triệu và tặng bộ quà 1,5 triệu cho laptop chơi game",0
Hệ thống mạng đấu thầu quốc gia mới với sự chung tay của FPT IS chính thức vận hành,2
3 điều ít ai biết về series siêu nhân nổi tiếng trên FPT Play,1
"3 vai diễn ấn tượng của Taecyeon (2PM) trên FPT Play: Khi thì đi bắt ma, khi làm thanh tra nhiệt huyết",1
Hậu Bối Du Ký quy tụ những cái tên ‘đắt giá’ của màn ảnh Hàn chính thức lên sóng FPT Play,0
Samsung hợp tác cùng FPT Retail trình làng chuỗi 5 cửa hàng trải nghiệm Samsung S.Studio by FPT,2
Từng công ty trong khối công nghệ của FPT đang làm ăn ra sao?,0
FPT Software: Vườn ươm tài năng và tăng tốc khởi nghiệp,2
Người FPT Telecom thích thú nhận quà '25 năm Bán mạng',2
FPT rót vốn vào một công ty tư vấn chuyển đổi số tại Nhật Bản,0
FPT Shop hợp tác Samsung khai trương chuỗi S.Studio by FPT,2
FPT và Tỉnh đoàn Quảng Trị hợp tác đồng hành thúc đẩy chuyển đổi số,2
Nhà thuốc FPT Long Châu bị xử lý vi phạm quy định kinh doanh,0
"Hot girl Phần mềm FPT: hát hay, học giỏi, lại là đảng viên ưu tú",2
F.Studio by FPT khai trương 10 cửa hàng mới,2
Nhiều nhà thuốc FPT Long Châu bị xử phạt vi phạm kinh doanh thuốc,0
"FPT duy trì tăng trưởng lợi nhuận, thắng lớn ở thị trường nước ngoài",2
"FPT Retail lãi ròng 85 tỷ quý III, chuỗi Long Châu đem về gần 6.600 tỷ doanh thu 9 tháng",0
Anh Nguyễn Xuân Lực trở thành runner nhanh nhất FPT,2
FPT Shop hợp tác Samsung mở cửa hàng trải nghiệm sản phẩm tiêu chuẩn toàn cầu,2
Nhận tiền giải ngân của FECREDIT dễ dàng tại hệ thống FPT Shop,2
"Thí sinh bị 0 điểm Tiếng Anh do ngủ quên được học dự bị đại học, Trường ĐH FPT nói gì?",0
Chiến thần chốt đơn của chương trình Vietnam Livestream Idol trên FPT Play sắp lộ diện,2
"Ngắm sinh viên ĐH FPT ""lên đồ"" đi học mà mê: Sân trường thành sàn catwalk luôn rồi!",0
"Coteccons lãi gần 2 tỷ trong 9T2022, dòng tiền kinh doanh âm 2.000 tỷ, đầu tư cổ phiếu TCB, FPT",0
"Trường cao đẳng FPT Polytechnic mời DJ Top 4 thế giới ""cháy"" cùng sinh viên",2
Webinar ứng dụng hợp đồng lao động điện tử cho doanh nghiệp cùng FPT.eContract,2
367 sinh viên Trường Ðại học FPT nhận bằng tốt nghiệp,2
Lễ trao giải Quả Bóng Vàng 2022 trực tiếp và duy nhất trên FPT Play,2
Công thức giúp ‘Mộng Hồ Điệp’ trở thành series được chú ý hàng đầu trên FPT Play,2
FPT Japan và hành trình gian nan trên đất nước “mặt trời mọc”,0
Vietnam’s ICT leader FPT achieves operational excellence with real-time big data insights through Azure,2
FPT Telecom – 25 năm góp phần phát triển Internet Việt Nam,2
FPT Telecom kỷ niệm 25 năm thành lập,2
Viễn thông FPT và chặng đường 25 năm vươn xa cùng internet Việt Nam,2
FPT Play sở hữu bản quyền V-League trong giai đoạn 2023-2027,2
"Chủ tịch FPT Telecom và ""cá mập"" của Shark Tank Mỹ cùng khuyên giới trẻ cách làm giàu: Phải kiếm thật nhiều tiền rồi mới làm việc mình thích",2
Cách FPT Telecom thu hút khách hàng suốt 25 năm qua,2
FPT Telecom gây ấn tượng với nhiều giải pháp công nghệ thông minh,2
Kết nối là thông điệp xuyên suốt lễ kỷ niệm 25 năm FPT Telecom,2
Công ty tư vấn của FPT được xếp hạng uy tín toàn cầu,2
FPT IS cùng BIDC nghiệm thu dự án nâng cấp hệ thống Core Banking,2
FPT Telecom chi gần 2 tỷ đồng khuyến mại mừng sinh nhật 25 tuổi,0
"FPT Software khai trương văn phòng mới tại Bangkok, Thái Lan",2
Thị trường nước ngoài mang về cho FPT trên 40% tổng doanh thu trong 10 tháng,0
FPT Retail tăng 32 bậc trong Top 500 doanh nghiệp lớn nhất Việt Nam,2
FPT IS và FPT Software giành 2 vé cuối vào Bán kết iKhiến 2022,0
"FPT sản xuất chip, xuất khẩu tới nhiều thị trường lớn: Cơ hội và thách thức",2
FPT IS đồng hành chuyển đổi số cùng doanh nghiệp ngành Nước,2
"Lộ đề thi, sinh viên Trường ĐH FPT phân hiệu TP.HCM bức xúc vì phải thi lại",0
Chuỗi Long Châu được FPT Retail rót vốn thêm 225 tỷ đồng,0
Top 10 Hoa hậu các Dân tộc Việt Nam 'say đắm' với FPT,2
"Rò rỉ đề thi làm 600 sinh viên phải thi lại, Trường đại học FPT lên tiếng xin lỗi",0
Xem trực tiếp lễ trao giải MAMA 2022 trên FPT Play,2
"Viettel, FPT sản xuất chip thành công: Việt Nam đủ sức phát triển ngành vi mạch bán dẫn",2
Lãnh đạo FPT chia sẻ chiến lược xây dựng môi trường làm việc hạnh phúc,2
25 năm kiến tạo cuộc sống số của FPT Telecom,2
FPT Retail cùng đối tác Nhật Bản hợp tác đầu tư nhà máy thực phẩm bảo vệ sức khoẻ,2
Toàn cầu hóa giúp FPT trưởng thành để giải quyết những bài toán lớn của đất nước,2
FPT Plaza 3: Dự án chung cư tại Đà Nẵng,2
FPT IS và Synnex FPT cùng có chủ tịch mới,2
"Cuộc đua bất tận giữa FPT Retail và TGDĐ: người làm trùm mảng bán lẻ di động, kẻ 'bứt tốc' như vũ bão cho đối thủ 'hít khói' mảng nhà thuốc",0
FPT Long Châu là chuỗi nhà thuốc được vinh danh Doanh nghiệp chuyển đổi số tiêu biểu,2
"FPT: Doanh thu ký mới từ thị trường nước ngoài tăng mạnh, đạt gần 1 tỷ USD",0
FPT Retail vinh danh quản lý giỏi 3 miền,2
Triển lãm công nghệ FPT Techday 2022 khai mạc tại TP.HCM,2
Trạng FPT 2022 'ra mắt' top 6 sĩ tử xuất sắc,2
FPT Software khai trương sân golf tại nơi làm việc,2
FPT Telecom ra mắt tính năng Ultra Fast dành cho game thủ,2
"So găng ""sổ đỏ"" của Thế giới di động, Digiworld và FPT Retail: Doanh nghiệp nào nhiều nhà đất nhất?",0
FPT Techday 2022 mang đến 10 tỷ đồng quà tặng cho người tham gia,0
"Người ""anh em"" cùng mẹ với FPT Long Châu: Giá trị sổ sách hơn 8 tỷ, được mua lại với giá 123 tỷ",0
Điều khiển nhà thông minh bằng phần mềm của FPT Smart Home trên VF 8,2
"FPT Long Châu cán mốc 1.000 nhà thuốc, vượt kế hoạch mở rộng năm 2022",2
FPT Shop giảm 10 triệu đồng với sản phẩm Samsung cho người F,0
FPT Long Châu cán mốc 1.000 nhà thuốc trên toàn quốc,2
FPT Play chính thức mở bán mẫu áo cổ vũ đội tuyển bóng đá Việt Nam,2
FPT Shop độc quyền bán mẫu laptop Lenovo AMD,2
FPT Techday 2022 ứng dụng nghệ thuật kể chuyện công nghệ bằng ánh sáng ​,2
FPT Telecom International hợp tác ViewQwest cung cấp dịch vụ One-stop,2
FPT Shop khai trương cửa hàng gia dụng thứ 200,2
"Cán mốc 1.000 nhà thuốc toàn quốc, FPT Long Châu vượt kế hoạch mở rộng chuỗi 2022",2
FPT Smart Home cùng VinFast tích hợp thành công ứng dụng điều khiển thông minh trên xe điện,2
‘Sendo Farm là cam kết mạnh mẽ của FPT với nông nghiệp số’,2
"FPT Long Châu huy động vốn từ đâu để mở chuỗi thần tốc, từ 400 lên 1.000 nhà thuốc chỉ trong năm 2022?",0
FPT School Hải Phòng tung quỹ giải thưởng tới 800 triệu đồng cuộc thi tài năng,2
FPT Long Châu chiếm lĩnh thị trường cán mốc 1000 nhà thuốc,2
ĐH Thuỷ Lợi vô địch Giải bóng đá 7 người sinh viên Toàn quốc FPT Play Cup 2022,2
FPT Software xây dựng trung tâm công nghệ hơn 2.000 tỷ đồng tại Quy Nhơn,2
"Công ty Cổ phần Viễn thông FPT được cung cấp dịch vụ phát thanh, truyền hình trả tiền",2
Người FPT IS đồng lòng quyết tâm chinh phục chiến lược 113,2
FPT Software xây dựng trung tâm công nghệ rộng 2.000 tỷ ở Quy Nhơn,2
"Đã bắt nghi phạm đột nhập cửa hàng FPT ở Đà Nẵng, trộm tài sản gần 1,2 tỉ",0
Cổ phiếu FPT – Thông tin và lịch sử giá,2
FPT mua lại mảng dịch vụ công nghệ của một doanh nghiệp Mỹ,0
"FPT “nhảy” vào thị trường phát thanh, truyền hình trả tiền",0
"FPT Telecom được cung cấp dịch vụ phát thanh, truyền hình trả tiền",2
Giải chạy “FPT 35 năm - Dấu chân hạnh phúc” thu hút 135.000 lượt tham gia - Báo Công an Nhân dân điện tử,0
Cao đẳng FPT Polytechnic chú trọng đào tạo “Thực học - Thực nghiệp”,2
FPT phát động giải chạy gây quỹ từ thiện quy mô lớn nhất năm,2
FPT Software sắp xây trung tâm trí tuệ nhân tạo quy mô 2.000 tỷ đồng tại Bình Định,2
FPT sáp nhập 1 doanh nghiệp Mỹ,0
"Cận cảnh nhà thờ tổ họ Bùi 3,5ha lớn nhất Việt Nam có sự đóng góp của nhiều doanh nhân nổi tiếng như Phó chủ tịch FPT Bùi Quang Ngọc, Chủ tịch Novaland Bùi Thành Nhơn…",2
FPT Play phát sóng trực tiếp chung kết Miss Charm 2023,0
Trường Đại học FPT mở đăng ký chương trình 1.000 học bổng FPTU 2023,2
FPT Long Châu ứng dụng trí tuệ nhân tạo vào chăm sóc sức khoẻ,2
FPT Smart Cloud công bố chương trình hỗ trợ startup Việt lên tới hàng tỷ đồng,2
FPT Software sẽ xây dựng trung tâm công nghệ lớn tại Quy Nhơn,2
FPT Schools giành 2 giải vô địch Tiểu học và Trung học tại VEX IQ Robotics toàn quốc 2023,2
Đang khẩn trương truy bắt nghi phạm đột nhập cửa hàng FPT trộm tài sản,0
"FPT đặt mục tiêu lợi nhuận năm 2023 tăng 18%, M&A sẽ là ưu tiên hàng đầu cho chiến lược tăng trưởng toàn cầu",2
"Công ty nhà người ta: FPT Telecom hỗ trợ nhân viên vay mua nhà - tậu xe với lãi suất chỉ từ 4%, chưa bằng 1/2 vay lãi ngân hàng",0
FPT Play trực tiếp độc quyền lễ trao giải Grammy 2023 tại Việt Nam,2
FPT Long Châu trở thành chuỗi nhà thuốc lớn nhất Việt Nam,2
Bắt giữ nam thanh niên trộm 42 điện thoại tại FPT Shop,0
"Cận cảnh nhà thờ tổ lớn nhất Việt Nam, được phó chủ tịch FPT góp 184 tỷ đồng xây dựng",2
Xem trực tiếp Hà Nội FC vs Công An Hà Nội ở đâu? Link FPT Play,0
"Khởi đầu 2023, FPT chào đón nhân viên 60.000 trên toàn cầu",0
Huy hiệu 40 năm tuổi Đảng đầu tiên của Đảng bộ FPT,2
Xuất khẩu phần mềm 1 tỉ USD và khát vọng chinh phục 'thị trường không giới hạn' của FPT,0
FPT Play bổ sung loạt tính năng mới,2
FPT Play giới thiệu tính năng Moments và Multi-audio,2
FPT Long Châu ký kết hợp tác chiến lược cùng Blackmores chung cấp thực phẩm chăm sóc sức khỏe chính hãng từ Australia,2
“Trường Đại Học FPT Hà Nội” và “Stacked Planter House” do VTN Architects thiết kế giành chiến thắng tại World Architecture Awards lần thứ 42,2
Anh Phạm Đăng Khôi làm CTO FPT Retail,0
"VNPT cắt cáp của FPT, CMC, VTVcab, SCTV, Hanoi Telecom, thị trường lại thêm phen dậy sóng",0
FPT chào đón nhân viên 60.000 trên toàn cầu,0
"Vượt ‘ông lớn’, FPT IS lần đầu lên ngôi Sáng kiến của năm",2
"CEO tuổi Mão của FPT Telecom: Thà đặt mục tiêu 10, nỗ lực đạt được 8 còn hơn đặt mục tiêu 5 để kết thúc là 6",0
"'Hola Park' - chiến dịch khẳng định vị trí FPT Software tiên phong xây dựng campus xanh, siêu tiện ích",2
"Khởi đầu 2023, FPT chào đón nhân viên thứ 60.000",0
Dược phẩm FPT Long Châu bị phạt 15 triệu đồng,0
Người FPT Software được ứng tiền bất cứ lúc nào trên Foxpay,0
Dự án 'Trường đại học FPT Hà Nội' giành chiến thắng tại World Architecture Awards,2
"Lần đầu tiên, doanh số từ thị trường nước ngoài của FPT đạt 1 tỷ USD",0
"FPT Play chính thức có mặt tại Thế Giới Di Động, thêm một cách dễ dàng để đăng kí",2
"Nữ thuyền trưởng FPT Retail: ""Bí kíp"" vượt qua sóng cả",0
Dự án 'Trường Đại học FPT Hà Nội' giành chiến thắng tại World Architecture Awards,2
"Mạng FPT bất ngờ ""sập"" trên diện rộng",0
Nhà thuốc FPT Long Châu bị xử phạt vi phạm kinh doanh thuốc,0
‘Ngành dọc Nhân sự FPT có vai trò quan trọng trong hành trình cùng mưu cầu hạnh phúc’,2
"Chỉ trong hơn 1 tháng, FPT Shop mở 100 cửa hàng gia dụng",0
Năm 2022 'giàu có' của đội ngũ dược sĩ FPT Long Châu,2
"Top 100 FPT 2022: Tự hào có anh em, tự hào là người F",2
FPT ra mắt bộ đôi smartphone giá rẻ dưới 2 triệu đồng,0
FPT Play thắng lớn tại Tech Awards 2022,2
Chỉ với 0 đồng nhận ngay gói VIP và gói Gia Đình trên FPT Play Box,0
"FPT Long Châu - “Người bạn đồng hành"" chăm sóc sức khỏe hàng triệu người dân Việt",2
"3 nhân viên thứ 59.999, 60.000 và 60.001 của FPT là ai?",0
"Thế giới di động, Digiworld chạy đua mảng gia dụng﻿, r﻿iêng FPT Shop mở mới 100 cửa hàng chỉ trong 1 tháng đầu năm 2023",0
"TPHCM: Sai phạm tại cơ sở bán thuốc, FPT Long Châu bị thanh tra xử phạt",0
Công nhận Khu phức hợp văn phòng FPT là khu công nghệ thông tin tập trung,2
Thành lập trường Phổ thông liên cấp FPT Bắc Giang,2
Người dùng FPT mất mạng trong đêm,0
"Mạng FPT chập chờn trên diện rộng khiến người dùng ""kêu trời""",0
FPT mở văn phòng thứ 2 tại Hàn Quốc,2
FPT và những bước tiến thần tốc trên đất Mỹ,2
Ra mắt trường Phổ thông liên cấp FPT Bắc Giang,2
FPT Complex là khu công nghệ thông tin tập trung,2
FPT Shop và Long Châu mở rộng chương trình 'Nhận lương linh hoạt qua ứng dụng Vui',2
FPT AI Mentor - cố vấn đào tạo trong doanh nghiệp đầu tiên tại Việt Nam,2
Người thầy đứng sau chức vô địch VEX IQ Robotics của FPT Schools Đà Nẵng,2
Trường THPT FPT Hà Nội tái hiện 10 năm bằng sân khấu hoá môn học,2
"Chủ tịch FPT Trương Gia Bình đúng chuẩn sếp nhà người ta: Không ngại ""quẩy trend"" TikTok cùng nhân viên, hát ""Ai chung tình được mãi"" ngọt chẳng kém gì chính chủ",0
"Hưởng lương 4 tỷ đồng, Tổng giám đốc FPT sở hữu khối tài sản thế nào?",0
Ngày FPT Vì cộng đồng 2023 phát động đồng loạt ở 5 điểm cầu,0
Top 50 FPT Telecom 'thăng hoa' trong đêm hội trùng dương,2
CEO FPT Telecom Hoàng Việt Anh: 'FPT sẽ xuất khẩu camera AI',0
"Hàng ngàn sĩ tử 2k5 ""săn lùng"" gói học bổng hơn 27 tỷ đồng từ BTEC FPT",0
Phổ thông Cao đẳng - FPT Polytechnic tạo sân chơi rèn luyện bổ ích cho sinh viên với Siêu cúp Tứ hùng - Phổ Cao Champions League 2023,2
"Tại sao chuỗi nhà thuốc An Khang của Thế giới di động có tài sản thương hiệu 53 tỷ đồng, còn Long Châu của FPT bằng 0 dẫu đã cán đích 1.000 cửa hàng?",0
"FPT đặt mục tiêu doanh thu hơn 2 tỷ USD trong năm 2023, chia cổ tức 25% sau ĐHĐCĐ",0
F.Studio by FPT khai trương loạt cửa hàng trên toàn quốc,2
FPT Software hợp tác ĐH Công nghệ tài trợ nghiên cứu khoa học,2
Xem trực tiếp U23 Việt Nam vs U23 UAE ở đâu? FPT có trực tiếp?,0
Anh Trương Gia Bình hát tặng Top 100 FPT 2022,2
FPT Long Châu và Bayer Việt Nam ký kết hợp tác vì sức khoẻ người dân,2
Mua thuốc trả góp 0% lãi suất tại FPT Long Châu,0
"Cận cảnh 'hạm đội thông Nhật' của Phó Chủ tịch FPT Bùi Quang Ngọc, toàn cây thuộc hạng rất “có số có má”",2
Cách kết nối V-Race và Strava để tham gia giải chạy ‘FPT 35 năm - Dấu chân hạnh phúc’,2
Hệ phổ thông FPT đẩy mạnh tìm kiếm nguồn lực giáo viên chất lượng cao,2
"Tổng Giám đốc Chứng khoán FPT: ""Chắc chắn kết quả kinh doanh quý 1 không tốt, FPTS sẽ không tham gia vào cuộc đua zero-fee""",0
Triệt xóa băng trộm chuyên đột nhập cửa hàng Thế Giới Di Động và FPT Shop - Báo Công an Nhân dân điện tử,0
"Tổng đài lắp mạng FPT Hà Tĩnh với nhiều khuyến mãi hấp dẫn, giá rẻ",2
Vụ nam sinh trường ĐH FPT bị hành hung: Sinh viên đứng xem nhưng không can ngăn có vô cảm?,0
Chiến dịch lan tỏa hạnh phúc của FPT Shop - hướng về phúc lợi con người,2
Nghi vấn khối giáo dục FPT bị tấn công mạng gây lộ lọt dữ liệu,0
"Ông Hoàng Nam Tiến tiết lộ ""sốc"" về nguy cơ bị mất việc của nghề kế toán: Tập đoàn FPT có 60.000 người nhưng chỉ có 6 kế toán",0
Vụ sinh viên trường FPT hành hung bạn đổ máu: Có bị truy cứu hình sự?,0
FPT Shop tri ân người dùng nhân dịp tròn 11 tuổi,0
Vụ nam sinh trường ĐH FPT bị hành hung: Hiệu ứng “người qua đường” và lo ngại về thế hệ thiếu thấu cảm,0
"Đại học FPT có 3 giảng viên đạt giải thưởng ""Giảng viên cao cấp toàn cầu""",2
FPT Telecom phát động chiến dịch 109 ngày ‘làm điều không tưởng’,0
Lý giải thành công từ chương trình khuyến mại của FPT Shop,2
Hà Nội: Nam sinh viên FPT bị đánh nhập viện,0
Cứ ngỡ PhD nước ngoài mới “học lab” hoá ra SV ĐH FPT làm việc này hàng ngày,2
"TGDĐ và FPT Shop đua nhau giảm giá, ai cũng nói giá mình rẻ, vậy đâu rẻ hơn?",0
Giảng viên Đại học FPT giành huy chương vàng SEA Games 32,2
"CHÂN DUNG TỔNG GIÁM ĐỐC FPT NGUYỄN VĂN KHOA: Từ nhân viên lên Giám đốc chỉ cần 6 năm, ráng lên các bạn trẻ",0
"Chân dung CEO FPT Nguyễn Đăng Khoa: từ chàng trai kỹ sư trẻ, khẳng định bản thân ở vị trí Tổng giám đốc",0
Gần 1.000 dược sĩ FPT Long Châu tham gia huấn luyện từ GSK Việt Nam,2
Lý giải thành công của chương trình khuyến mãi nhà FPT Shop,2
Quỹ ETF FPT Capital VNX50 chính thức giao dịch trên HoSE,2
"Tập Đoàn FPT Bổ Nhiệm Các Vị Trí Lãnh Đạo Cấp Cao Khối Viễn Thông, Giáo Dục",2
FPT Software bảo vệ thành công ngôi Vô địch FPT Champions League,2
"Apple Store mở cửa hàng trực tuyến tại Việt Nam, FPT Shop lên tiếng: Tự tin dịch vụ, giá cả cạnh tranh nhất thị trường",2
Chủ tịch Bắc Kạn: “Chúng tôi sẽ cùng FPT xây cao tốc chuyển đổi số”,2
"FPT International Telecom hợp tác chiến lược cùng VMware, ra mắt giải pháp SD-WAN",2
"Tận dụng triệt để, cửa hàng FPT Shop sẽ bán xe đạp, xe máy, phụ tùng, dịch vụ bảo dưỡng và sửa chữa",2
"Video: Nam sinh trường ĐH FPT bị bạn đánh dã man, chảy máu đầu phải nhập viện cấp cứu",0
Shophouse FPT Plaza 2 sự lựa chọn hoàn hảo của khách hàng,2
"Đẹp trai nhân đôi, hai anh em sinh đôi xứng danh ""gương mặt thương hiệu"" ĐH FPT campus Cần Thơ",2
Một công ty bán điện thoại “khiêu chiến” với FPT Shop và Thế giới Di động: Rẻ hơn các loại rẻ,2
FPT Long Châu và GSK Việt Nam phối hợp nâng cao nhận thức bệnh hen phế quản trong cộng đồng,2
THPT FPT Đà Nẵng đổi mới phương thức tuyển sinh vào lớp 10,2
Ba trận chung kết cup châu Âu phát sóng độc quyền trên FPT Play,2
